practice_code,practice_name
B83657,BEVAN COMMUNITY BENEFIT SOCIETY
B83659,PARK GRANGE MEDICAL CENTRE
B83660,BILTON MEDICAL CENTRE
B83661,MOOR PARK MEDICAL PRACTICE
B83662,BRADFORD CITY 6 PCN EA
B84001,STATION ROAD SURGERY
B84003,RYDINGS HALL SURGERY
B84004,HEBDEN BRIDGE GROUP PRACTICE
B84006,TODMORDEN GROUP PRACTICE
B84007,BRIG ROYD SURGERY
B84008,THE NORTHOLME PRACTICE
B84009,STAINLAND ROAD MEDICAL CENTRE
B84010,KEIGHLEY ROAD SURGERY
B84011,CHURCH LANE SURGERY
B84012,SPRING HALL GROUP PRACTICE
B84013,PLANE TREES GROUP PRACTICE
B84014,RASTRICK HEALTH CENTRE
B84016,BANKFIELD SURGERY
B84019,THE BOULEVARD MEDICAL PRACTICE
B84021,KING CROSS PRACTICE
B84612,LISTER LANE SURGERY
B84613,BEECHWOOD MEDICAL CENTRE
B84618,CARITAS GROUP PRACTICE
B84623,LONGROYDE SURGERY
B85001,PARKVIEW SURGERY
B85002,DEARNE VALLEY HEALTH CENTRE
B85004,CALDER VIEW SURGERY
B85005,SHEPLEY PRIMARY CARE LIMITED
B85006,ELMWOOD FAMILY DOCTORS
B85008,BATLEY HEALTH CENTRE SURGERY
B85009,"NORTH ROAD SUITE,RAVENSTHORPE HEALTH CTR"
B85010,DALTON SURGERY
B85012,UNDERCLIFFE SURGERY
B85014,BROOKROYD HOUSE
B85015,WELLINGTON HOUSE
B85016,MELTHAM ROAD SURGERY
B85018,GROVE HOUSE SURGERY
B85019,MIRFIELD HEALTH CENTRE
B85020,EIGHTLANDS SURGERY
B85021,CLECKHEATON GROUP PRACTICE
B85022,HONLEY SURGERY
B85023,THE ALMONDBURY SURGERY
B85024,THE WATERLOO PRACTICE
B85025,BLACKBURN RD.MEDICAL CTR.
B85026,KIRKBURTON HEALTH CENTRE
B85027,LINDLEY GROUP PRACTICE LTD
B85028,THE GRANGE MEDICAL PRACTICE
B85030,THE GREENWAY MEDICAL PRACTICE
B85031,LEPTON AND KIRKHEATON SURGERIES
B85032,MELTHAM GROUP PRACTICE
B85033,THE LINDLEY VILLAGE SURG.
B85036,NEW STREET & NETHERTON GROUP PRACTICE
B85037,NEWSOME SURGERY LIMITED
B85038,THE PADDOCK SURGERY
B85041,MOUNT PLEASANT MED CENTRE
B85042,PADDOCK AND LONGWOOD FAMILY PRACTICE
B85044,THORNTON LODGE SURGERY
B85048,WOODHOUSE HILL SURGERY
B85051,FIELDHEAD SURGERY
B85054,COLNE VALLEY GROUP PRACTICE
B85055,HEALDS ROAD SURGERY
B85058,ROSE MEDICAL PRACTICE
B85059,SLAITHWAITE HEALTH CENTRE
B85060,GREENHEAD FAMILY DOCTORS
B85061,SKELMANTHORPE FAMILY DOCTORS
B85062,UNIVERSITY HEALTH CENTRE
B85606,THORNHILL LEES MEDICAL CENTRE
B85610,OAKLANDS HEALTH CENTRE
B85611,DR HANDA  & PARTNER
B85612,LIVERSEDGE MEDICAL CENTRE
B85614,CROFT MEDICAL CENTRE
B85619,COOK LANE SURGERY
B85620,WINDSOR MEDICAL CENTRE
B85623,MARSH SURGERY
B85634,BIRKBY HEALTH CENTRE
B85636,WESTBOURNE SURGERY
B85640,KIRKGATE SURGERY
B85641,LOCKWOOD SURGERY
B85645,SAVILE TOWN MEDICAL CTR.
B85646,THE ALBION MOUNT MEDICAL PRACTICE
B85650,DR MAHMOOD & PARTNERS
B85652,SIDINGS HEALTHCARE CENTRE
B85655,CHERRY TREE SURGERY
B85659,THE WHITEHOUSE CENTRE
B85660,THE JUNCTION SURGERY
B86002,CITY VIEW MEDICAL PRACTICE
B86003,DR G LEES & PARTNERS
B86004,HIGHFIELD SURGERY
B86005,DR N DUMPHY & PARTNERS
B86006,OULTON MEDICAL CENTRE
B86007,WINDMILL HEALTH CENTRE
B86008,ALWOODLEY MEDICAL CENTRE
B86009,MANSTON SURGERY
B86010,COLLINGHAM CHURCH VIEW SURGERY
B86011,HILLFOOT SURGERY
B86012,LEEDS CITY MEDICAL PRACTICE
B86013,THE NORTH LEEDS MEDICAL PRACTICE
B86014,ROBIN LANE HEALTH AND WELLBEING CENTRE
B86015,MANOR PARK SURGERY
B86016,SHAFTESBURY MEDICAL CTR.
B86017,CRAVEN ROAD MEDICAL PRACTICE
B86018,MULBERRY STREET MEDICAL PRACTICE
B86019,DIAMOND MEDICAL GROUP
B86020,LOFTHOUSE SURGERY
B86022,OAKWOOD LANE MEDICAL PRACTICE
B86024,PRIORY VIEW MEDICAL CENTRE
B86025,HYDE PARK SURGERY
B86028,SOUTH QUEEN MEDICAL CENTRE
B86029,WESTGATE SURGERY
B86030,BURTON CROFT SURGERY
B86032,CHEVIN MEDICAL PRACTICE
B86033,CROSSLEY STREET SURGERY
B86034,SPA SURGERY
B86035,SOUTH BANK SURGERY
B86036,GIBSON LANE PRACTICE
B86038,GUISELEY AND YEADON MEDICAL PRACTICE
B86039,ALLERTON MEDICAL CENTRE
B86041,VESPER ROAD
B86042,LINGWELL CROFT SURGERY
B86043,EAST PARK MEDICAL CENTRE
B86044,"DR S HUTCHINSON & PARTNERS, IW&H M PRAC"
B86048,GARFORTH MEDICAL CENTRE
B86049,WOODHOUSE MEDICAL PRACTICE
B86050,WEST LODGE SURGERY
B86051,AIRE VALLEY SURGERY
B86052,PARK ROAD & MENSTON
B86054,THE GARDEN SURGERY
B86055,ASHFIELD MEDICAL CENTRE
B86057,WINDSOR HOUSE GROUP PRACTICE
B86059,MEANWOOD HEALTH CENTRE
B86060,THORNTON MEDICAL CENTRE
B86061,HAREHILLS CORNER SURGERY
B86062,THE MEDICAL CENTRE
B86064,LEIGH VIEW MEDICAL PRACTICE
B86066,THE STREET LANE PRACTICE
B86067,THE DEKEYSER GROUP PRACTICE
B86068,ABBEY GRANGE MEDICAL PRACTICE
B86069,BURLEY PARK MEDICAL CENTRE
B86070,AIREBOROUGH FAMILY PRACTICE
B86071,WHITEHALL SURGERY
B86075,DR T P FOX & PARTNERS
B86081,BELLBROOKE SURGERY
B86086,LAUREL BANK SURGERY
B86089,NOVA SCOTIA MEDICAL CNTR
B86092,KIPPAX HALL SURGERY
B86093,PARK EDGE PRACTICE
B86094,DR S M CHEN & PARTNER
B86096,ARTHINGTON MEDICAL CENTRE
B86100,ST MARTINS PRACTICE
B86101,GILDERSOME HEALTH CENTRE
B86103,CONWAY MEDICAL CENTRE
B86104,BRAMLEY VILLAGE HEALTH & WELLBEING CTR
B86106,FOUNDRY LANE SURGERY
B86108,CHAPELTOWN FAMILY SURGERY
B86109,KIRKSTALL LANE MEDICAL CENTRE
B86110,LEEDS STUDENT MEDICAL PRACTICE
B86623,ASHTON VIEW MEDICAL CTR
B86642,DR S HUSSAIN
B86643,THE ROUNDHAY ROAD SURGERY
B86648,FAMILY DOCTORS
B86655,BEECH TREE MEDICAL CENTRE
B86658,MOORFIELD HOUSE SURGERY
B86666,NEWTON SURGERY
B86667,BEESTON VILLAGE SURGERY
B86669,YORK STREET HEALTH PRACTICE
B86672,HAWTHORN SURGERY
B86673,WETHERBY & BRAMHAM SURGERY
B86675,LINCOLN GREEN MEDICAL CENTRE
B86678,DRIGHLINGTON MEDICAL CENTRE
B87001,MIDDLESTOWN
B87002,ORCHARD CROFT
B87003,COLLEGE LANE SURGERY
B87004,WARRENGATE MEDICAL CENTRE
B87005,RIVERSIDE MEDICAL CENTRE
B87006,PARK GREEN SURGERY
B87007,NORTHGATE SURGERY
B87008,LUPSET HEALTH CENTRE
B87009,ST THOMAS ROAD SURGERY
B87011,FRIARWOOD SURGERY
B87012,MAYBUSH MEDICAL CENTRE
B87013,OUTWOOD PARK MEDICAL CENTRE
B87015,STUART ROAD
B87016,WHITE ROSE SURGERY
B87017,TRINITY MEDICAL CENTRE
B87018,HENRY MOORE CLINIC
B87019,STANLEY
B87020,CHAPELTHORPE
B87021,ASH GROVE
B87022,HOMESTEAD
B87025,CASTLEFORD MEDICAL PRACTICE
B87026,THE GRANGE MEDICAL CENTRE
B87027,NEW SOUTHGATE SURGERY
B87028,CROFTON AND SHARLSTON MED PRAC
B87030,HEALTH CARE FIRST PARTNERSHIP
B87031,OSSETT SURGERY
B87032,STATION LANE
B87033,NEWLAND SURGERY
B87036,LANGTHWAITE SURGERY
B87039,KING'S MEDICAL PRACTICE
B87042,TIEVE TARA
B87044,ALVERTHORPE
B87602,PATIENCE LANE SURGERY
B87604,EASTMOOR HEALTH CENTRE
C81001,SPRINGS HEALTH CENTRE
C81002,THE VALLEYS MEDICAL PARTNERSHIP
C81003,SETT VALLEY MEDICAL CENTRE
C81004,IVY GROVE SURGERY
C81005,JESSOP MEDICAL PRACTICE
C81006,HORIZON HEALTHCARE
C81007,VERNON STREET MEDICAL CTR
C81008,ROYAL PRIMARY CARE CLAY CROSS
C81009,WILSON STREET SURGERY
C81010,THE MOIR MEDICAL CENTRE
C81012,THE SURGERY AT WHEATBRIDGE
C81013,BASLOW HEALTH CENTRE
C81014,DERWENT VALLEY MEDICAL PRACTICE
C81015,NEWBOLD SURGERY
C81016,PEAK & DALES MEDICAL PARTNERSHIP
C81017,ARTHUR MEDICAL CENTRE
C81018,DOVE RIVER
C81020,NEWHALL SURGERY
C81021,OLD STATION SURGERY
C81022,SOUTH STREET SURGERY
C81023,THE AITUNE MEDICAL PRACTICE
C81025,DRONFIELD MEDICAL PRACTICE
C81026,ADAM HOUSE MEDICAL CENTRE
C81027,SOMERCOTES MEDICAL CENTRE
C81029,STAFFA HEALTH
C81030,CREDAS MEDICAL
C81031,PARK SURGERY
C81032,SWADLINCOTE SURGERY
C81033,SHIRES HEALTHCARE
C81034,STEWART MEDICAL CENTRE
C81035,VILLAGE SURGERY
C81036,FRIAR GATE SURGERY
C81037,ASHBOURNE MEDICAL PRACTICE
C81038,WHITEMOOR MEDICAL CENTRE
C81039,EYAM SURGERY
C81040,PARK LANE SURGERY
C81041,WELBECK ROAD HEALTH CENTRE
C81042,MICKLEOVER MEDICAL CENTRE
C81044,WHITTINGTON MOOR SURGERY
C81045,ROYAL PRIMARY CARE CHESTERFIELD WEST
C81046,WEST HALLAM MEDICAL CTR
C81047,ALVASTON MEDICAL CENTRE
C81048,APPLETREE MEDICAL PRACTICE
C81049,KELVINGROVE MEDICAL CENTRE
C81050,THE VILLAGE SURGERY
C81051,THE PARK MEDICAL PRACTICE
C81052,ROYAL PRIMARY CARE BROOKLYN
C81053,PARKSIDE SURGERY
C81054,HOLLYBROOK MEDICAL CENTRE
C81055,NORTH WINGFIELD MEDICAL CENTRE
C81056,CLAY CROSS MEDICAL CENTRE
C81057,WILLINGTON SURGERY
C81058,THE BRIMINGTON SURGERY
C81059,RIPLEY MEDICAL CENTRE
C81060,WOODVILLE SURGERY
C81061,LITTLEWICK MEDICAL CENTRE
C81062,HANNAGE BROOK MEDICAL CENTRE
C81063,THORNBROOK SURGERY
C81064,PARK FARM MEDICAL CENTRE
C81065,BUXTON MEDICAL PRACTICE
C81066,OVERDALE MEDICAL PRACTICE
C81067,CHATSWORTH ROAD MEDICAL CENTRE
C81068,CHAPEL STREET MEDICAL CENTRE
C81069,RIVERSDALE SURGERY
C81070,OAKHILL MEDICAL PRACTICE
C81071,OSMASTON SURGERY
C81072,LISTER HOUSE SURGERY
C81073,MACKLIN STREET SURGERY
C81074,ELMWOOD MEDICAL CENTRE
C81075,HENMORE HEALTH - BRAILSFORD SURGERY
C81080,GOYT VALLEY MEDICAL PRACTICE
C81081,MANOR HOUSE SURGERY
C81082,HARTINGTON SURGERY
C81083,WEST PARK SURGERY
C81084,INSPIRE HEALTH - AVENUE HOUSE SURGERY
C81086,HENMORE HEALTH - ASHBOURNE SURGERY
C81089,STUBLEY MEDICAL CENTRE
C81091,KILLAMARSH MEDICAL PRACTICE
C81092,EVELYN MEDICAL CENTRE
C81094,CRICH MEDICAL PRACTICE
C81095,EMMETT CARR SURGERY
C81096,CRAG'S HEALTH CARE
C81097,COLLEGE STREET MEDICAL PRACTICE
C81099,LIMES MEDICAL CENTRE
C81101,LIME GROVE MEDICAL CENTRE
C81106,LAMBGATES HEALTH CENTRE
C81108,MELBOURNE & CHELLASTON MEDICAL PRACTICE
C81110,WELLBROOK MEDICAL CENTRE
C81113,MICKLEOVER SURGERY
C81114,GRESLEYDALE HEALTHCARE CENTRE
C81115,GLADSTONE HOUSE SURGERY
C81118,DERBY FAMILY MEDICAL CENTRE
C81604,EDEN SURGERY
C81611,MATLOCK AND ASHOVER PRACTICE
C81615,COTTAGE LANE SURGERY
C81616,PEARTREE MEDICAL CENTRE
C81634,ARDEN HOUSE MEDICAL PRACTICE
C81638,CASTLE STREET MEDICAL CENTRE
C81640,SIMMONDLEY MEDICAL PRACTICE
C81647,ST LAWRENCE ROAD SURGERY
C81649,CALOW AND BRIMINGTON PRACTICE
C81652,DERWENT MEDICAL CENTRE
C81653,BROOK MEDICAL CENTRE
C81655,FAMILY FRIENDLY SURGERY
C81658,WINGERWORTH MEDICAL CENTRE
C81662,BARLBOROUGH MEDICAL PRACTICE
C81667,ASHGATE HOSPICE DAYCENTRE
C82001,SOUTH LEICESTERSHIRE MEDICAL GROUP
C82002,COUNTESTHORPE HEALTH CENTRE
C82003,GREENGATE MEDICAL CENTRE
C82005,GROBY ROAD MEDICAL CENTRE (ID PATCHETT)
C82007,CASTLE DONINGTON SURGERY
C82008,OAKMEADOW SURGERY (GJ INGRAMS)
C82009,MARKET HARBOROUGH MED.CTR
C82010,OAKHAM MEDICAL PRACTICE
C82011,PINFOLD MEDICAL PRACTICE
C82012,IBSTOCK & BARLESTONE SURGERIES
C82013,BUSHLOE SURGERY
C82014,CASTLE MEDICAL GROUP
C82016,LONG CLAWSON MEDICAL PRACTICE
C82017,MEASHAM MEDICAL UNIT
C82018,MANOR PARK MEDICAL PRACTICE
C82019,STURDEE ROAD HEALTH AND WELLBEING CENTRE
C82020,DE MONTFORT SURGERY
C82021,THE CENTRAL SURGERY
C82022,THE BILLESDON SURGERY
C82024,SPINNEY HILL MEDICAL CENTRE
C82025,THE WYCLIFFE MEDICAL PRACTICE
C82026,BRIDGE STREET MEDICAL PRACTICE
C82027,THE OLD SCHOOL SURGERY
C82028,MARKFIELD MEDICAL CENTRE
C82030,DOWNING DRIVE SURGERY
C82031,JOHNSON MEDICAL PRACTICE
C82032,THE ANSTEY SURGERY
C82033,HUMBERSTONE MEDICAL CENTRE (IP JONES)
C82034,QUORN MEDICAL CENTRE
C82035,PARK VIEW SURGERY
C82037,EAST PARK MEDICAL CENTRE (RP PANDYA)
C82038,LATHAM HOUSE MEDICAL PRACTICE
C82039,KINGSWAY SURGERY
C82040,ORCHARD SURGERY
C82041,CHARNWOOD MEDICAL GROUP
C82042,THE COUNTY PRACTICE
C82043,STATION VIEW HEALTH CENTRE
C82044,EMPINGHAM MEDICAL CENTRE
C82045,WHITWICK ROAD SURGERY
C82046,SAFFRON GROUP PRACTICE
C82047,MAPLES FAMILY MED.PRACT.
C82048,ROSEMEAD DRIVE SURGERY
C82050,LONG LANE SURGERY
C82051,NEWBOLD VERDON MED.PRACT.
C82052,DR AM LEWIS' PRACTICE
C82053,HOCKLEY FARM MED PRACT (A NANA)
C82054,THE BURBAGE SURGERY
C82055,THE LIMES MEDICAL CENTRE
C82056,THE GLENFIELD SURGERY
C82059,WESTCOTES GP SURGERY (ONE)
C82060,THE PRACTICE-SAYEED
C82061,BARWELL & HOLLYCROFT MEDICAL CENTRES
C82062,BARROW HEALTH CENTRE
C82063,EAST LEICESTER MED PRACT(S LONGWORTH)
C82064,FOREST HOUSE SURGERY
C82066,WARREN LANE SURGERY
C82067,THE CROFT MEDICAL CENTRE
C82068,NORTHFIELD MEDICAL CENTRE
C82070,WOODBROOK MEDICAL CENTRE
C82071,WIGSTON CENTRAL SURGERY
C82072,BROOM LEYS SURGERY
C82073,MERRIDALE MEDICAL CENTRE (RP TEW)
C82075,CASTLE MEAD MEDICAL CENTRE
C82076,THE WELBY PRACTICE
C82077,THE UPPINGHAM SURGERY
C82078,THE JUBILEE MEDICAL PRACTICE
C82079,SOUTH WIGSTON HEALTH CTR.
C82080,SHEFA MEDICAL PRACTICE
C82082,THE CENTRE SURGERY
C82084,DR B MODI
C82086,FOSSE MEDICAL CENTRE (DR H MUKADAM)
C82088,HORIZON HEALTHCARE
C82091,BIRSTALL MEDICAL CENTRE
C82092,AYLESTONE HEALTH CENTRE
C82093,THE ORCHARD MED PRACTICE
C82094,BEAUMONT LODGE MEDICAL PRACTICE
C82095,ALPINE HOUSE SURGERY
C82096,HUGGLESCOTE SURGERY
C82097,CHARNWOOD SURGERY
C82098,HAZELMERE MEDICAL CENTRE
C82099,AL-WAQAS MEDICAL CENTRE
C82100,THE HEDGES MEDICAL CENTRE (SA BAILEY)
C82102,MANOR HOUSE SURGERY
C82103,DISHLEY GRANGE MEDICAL PRACTICE
C82107,COSSINGTON PARK SURGERY
C82109,HUSBANDS BOSWORTH MEDICAL CENTRE
C82111,CAMPUS VIEW MEDICAL CENTRE
C82112,SEVERN SURGERY
C82114,DR U K ROY
C82116,HIGHFIELDS SURGERY (R WADHWA)
C82119,NARBOROUGH ROAD SURGERY
C82120,WHITWICK HEALTH CENTRE
C82121,HEATH LANE SURGERY
C82124,VICTORIA PARK HEALTH CENTRE
C82600,THE BANKS SURGERY
C82610,THE PARKS MEDICAL CENTRE (B HAINSWORTH)
C82611,THE MASHARANI PRACTICE
C82614,SPIRIT PRIMARY CARE LIMITED-ASQUITH
C82620,DR S SHAFI
C82624,SPIRIT PRIMARY CARE LTD-BEAUMONT LEYS
C82627,SILVERDALE MEDICAL CENTRE
C82628,GROBY SURGERY
C82631,ENDERBY MEDICAL CENTRE
C82634,RATBY MEDICAL CENTRE
C82639,WESTEND MEDICAL PRACTICE
C82642,HIGHFIELDS MEDICAL CENTRE
C82643,COMMUNITY HEALTH CENTRE (ZS OSAMA)
C82644,DR MK LAKHANI'S PRACTICE
C82649,MARKET OVERTON & SOMERBY SURGERIES
C82650,DESFORD MEDICAL CENTRE
C82651,BROADHURST ST MED PRACT (KS MORJARIA)
C82653,WESTCOTES GP SURGERY (TWO)
C82656,FIELD STREET SURGERY
C82659,DR R KAPUR & PARTNERS
C82660,ST PETER'S MED CENTRE (MANSINGH & MEHRA)
C82662,WALNUT ST MED CTR
C82667,THE CHARNWOOD PRACTICE
C82669,THE SURGERY @ AYLESTONE
C82670,INCLUSION HEALTHCARE
C82671,BRANDON SURGERY DR R KAPUR & PARTNER
C82676,ST ELIZABETH'S MEDICAL CENTRE (JA WOOD)
C82678,THURMASTON HEALTH CENTRE
C82680,SPIRIT PRIMARY CARE LTD-RUSHEY MEAD
C83001,HEART OF LINCOLN HEALTH GROUP
C83002,NAVENBY CLIFF VILLAGES SURGERY
C83003,BEECHFIELD MEDICAL CENTRE
C83004,LIQUORPOND SURGERY
C83005,SPILSBY SURGERY
C83007,LAKESIDE HEALTHCARE STAMFORD
C83008,SWINGBRIDGE SURGERY
C83009,LINDUM MEDICAL PRACTICE
C83010,PARKSIDE MEDICAL CENTRE
C83011,MILLVIEW MEDICAL CENTRE
C83013,RUSKINGTON SURGERY
C83014,BOULTHAM PARK MEDICAL PRACTICE
C83015,SWINESHEAD SURGERY
C83018,CLEVELAND SURGERY
C83019,BEACON MEDICAL PRACTICE
C83020,CAYTHORPE & ANCASTER MEDICAL PRACTICE
C83022,MUNRO MEDICAL CENTRE
C83023,SLEAFORD MEDICAL GROUP
C83024,THE GLENSIDE COUNTRY PRACTICE
C83025,RICHMOND MEDICAL CENTRE
C83026,THE DEEPINGS PRACTICE
C83027,HORNCASTLE MEDICAL GROUP
C83028,HOLBEACH MEDICAL CENTRE
C83029,BRANSTON & HEIGHINGTON FAMILY PRACTICE
C83030,BILLINGHAY MEDICAL PRACTICE
C83031,NETTLEHAM MEDICAL PRACTICE
C83032,MERTON LODGE SURGERY
C83033,HIBALDSTOW MEDICAL PRACTICE
C83035,HEREWARD MEDICAL CENTRE
C83036,GOSBERTON MEDICAL CENTRE
C83037,WELTON FAMILY HEALTH CENTRE
C83038,THE GLEBE PRACTICE
C83039,MOULTON MEDICAL CENTRE
C83040,ST. PETERS HILL SURGERY
C83041,THE WOODLAND MEDICAL PRACTICE
C83042,MARSH MEDICAL PRACTICE
C83043,MARKET RASEN SURGERY
C83044,CASKGATE STREET SURGERY
C83045,HAWTHORN MEDICAL PRACTICE
C83046,THE HEATH SURGERY
C83048,ST. JOHNS MEDICAL CENTRE
C83049,DR SINHA & PARTNERS
C83051,ABBEY MEDICAL PRACTICE
C83052,THE INGHAM SURGERY
C83053,COLSTERWORTH SURGERY
C83054,BOURNE GALLETLY PRACTICE TEAM
C83055,STICKNEY SURGERY
C83056,EAST LINDSEY MEDICAL GROUP
C83057,KIRTON MEDICAL CENTRE
C83058,WASHINGBOROUGH SURGERY
C83059,GREYFRIARS SURGERY
C83060,THE SIDINGS MEDICAL PRACTICE
C83061,NORTH THORESBY SURGERY
C83062,CHURCH WALK SURGERY
C83063,LONG SUTTON MEDICAL CTR.
C83064,MARISCO MEDICAL PRACTICE
C83065,LITTLEBURY MEDICAL CENTRE
C83067,LONG BENNINGTON MEDICAL CENTRE
C83072,MINSTER MEDICAL PRACTICE
C83073,CLIFF HOUSE MEDICAL PRACTICE
C83074,WILLINGHAM-BY-STOW SURGERY
C83075,VINE STREET SURGERY
C83078,BRANT ROAD & SPRINGCLIFFE SURGERY
C83079,GLEBE PARK SURGERY
C83080,THE HARROWBY LANE SURGERY
C83082,BIRCHWOOD MEDICAL PRACTICE
C83083,THE NEW CONINGSBY SURGERY
C83085,JAMES STREET FAMILY PRACTICE
C83611,THE BASSINGHAM SURGERY
C83613,CAISTOR HEALTH CENTRE
C83614,SUTTERTON SURGERY
C83617,ABBEYVIEW SURGERY
C83626,BRAYFORD MEDICAL PRACTICE
C83634,TASBURGH LODGE SURGERY
C83635,WOODHALL SPA NEW SURGERY
C83641,TRENT VALLEY SURGERY
C83643,BINBROOK SURGERY
C83649,MARKET CROSS SURGERY
C83650,THE WRAGBY SURGERY
C84001,LARWOOD SURGERY
C84004,ST ALBANS MEDICAL CENTRE
C84005,VILLAGE HEALTH GROUP
C84008,TUXFORD MEDICAL CENTRE
C84009,BARNBY GATE SURGERY
C84010,TRENTSIDE MEDICAL GROUP
C84011,ELMSWOOD SURGERY
C84012,WILLOWBROOK MEDICAL PRACTICE
C84013,KINGFISHER FAMILY PRACTICE
C84014,WOODLANDS MEDICAL PRACTICE
C84016,OAKWOOD SURGERY
C84017,BELVOIR HEALTH GROUP
C84018,THE FAMILY MEDICAL CENTRE
C84019,FOUNTAIN MEDICAL CENTRE
C84020,CHURCHSIDE MEDICAL PRACTICE
C84021,MIDDLETON LODGE PRACTICE
C84023,THE UNIV OF NOTTINGHAM HEALTH SERV
C84024,NEWGATE MEDICAL GROUP
C84025,EAST BRIDGFORD MED CENTRE
C84026,STENHOUSE MEDICAL CENTRE
C84028,THE RUDDINGTON MED CENTRE
C84029,LOMBARD MEDICAL CENTRE
C84030,THE OAKS MEDICAL CENTRE
C84032,EASTWOOD PRIMARY CARE CENTRE
C84033,WESTDALE LANE SURGERY
C84034,CHURCHFIELDS MEDICAL PRACTICE
C84035,CROWN HOUSE SURGERY
C84036,FOREST MEDICAL
C84037,ABBEY MEDICAL GROUP
C84039,DERBY ROAD HEALTH CENTRE
C84042,SAXON CROSS SURGERY
C84043,LEEN VIEW SURGERY
C84044,DEER PARK FAMILY MEDICAL PRACTICE
C84045,COLLINGHAM MEDICAL CENTRE
C84046,CLIFTON MEDICAL PRACTICE
C84047,THE CALVERTON PRACTICE
C84049,SOUTHWELL MEDICAL CENTRE
C84051,ORCHARD MEDICAL PRACTICE
C84053,TORKARD HILL MEDICAL CTRE
C84055,HIGHCROFT SURGERY
C84057,PLEASLEY SURGERY
C84059,SHERWOOD MEDICAL PARTNERSHIP
C84060,RIVERGREEN MEDICAL CENTRE
C84061,KING'S MEDICAL CENTRE
C84063,GREENDALE PRIMARY CARE CENTRE
C84064,PARKSIDE MEDICAL CENTRE
C84065,ABBEY MEDICAL CENTRE
C84066,DAYBROOK MEDICAL PRACTICE
C84067,ASHFIELD HOUSE (ANNESLEY)
C84069,ROUNDWOOD SURGERY
C84072,THE WELLSPRING SURGERY
C84074,FAMILY MEDICAL CENTRE (KIRKBY)
C84076,KIRKBY HEALTH CENTRE
C84077,BRIERLEY PARK MEDICAL GROUP
C84078,HUCKNALL ROAD MEDICAL CENTRE
C84080,THE MANOR SURGERY
C84081,JOHN RYLE MEDICAL PRACTICE
C84084,RADCLIFFE-ON-TRENT. HEALTH CENTRE
C84085,VICTORIA AND MAPPERLEY PRACTICE
C84086,ST GEORGES MED PRACTICE
C84087,RAINWORTH HEALTH CENTRE
C84090,MUSTERS MEDICAL PRACTICE
C84091,ASPLEY MEDICAL CENTRE
C84092,BRIDGEWAY PRACTICE
C84094,RIVERSIDE HEALTH CENTRE
C84095,OAKENHALL MEDICAL PRACT
C84101,BAWTRY AND BLYTH MEDICAL
C84105,FAIRFIELDS PRACTICE
C84106,MILLVIEW SURGERY
C84107,THE LINDEN MEDICAL GROUP
C84112,BRAMCOTE SURGERY
C84113,MAJOR OAK MEDICAL PRACTICE
C84115,PLAINS VIEW SURGERY
C84116,MELBOURNE PARK MEDICAL CENTRE
C84117,RADFORD MEDICAL PRACTICE (KAUR)
C84120,CHILWELL VALLEY AND MEADOWS PRACTICE
C84122,WOLLATON PARK MEDICAL CENTRE
C84123,BILSTHORPE SURGERY
C84129,RISE PARK SURGERY
C84131,NEWTHORPE MEDICAL PRACTICE
C84136,ST. LUKE'S SURGERY
C84140,LOWMOOR ROAD SURGERY
C84142,SELSTON SURGERY
C84144,THE MEADOWS HEALTH CENTRE
C84150,UNITY SURGERY
C84151,THE MEDICAL CENTRE - ZULU ROAD
C84605,CASTLE HEALTHCARE PRACTICE
C84613,JUBILEE PARK MEDICAL PARTNERSHIP
C84619,TUDOR HOUSE MEDICAL PRACTICE
C84621,WEST BRIDGFORD MEDICAL CENTRE
C84624,HAMA MEDICAL CENTRE
C84628,SHERWOOD RISE MEDICAL CENTRE
C84629,"HEALTH CARE COMPLEX, KIRKBY"
C84637,SANDY LANE SURGERY
C84646,THE IVY MEDICAL GROUP
C84654,JACKSDALE MEDICAL CENTRE
C84656,HILL VIEW SURGERY
C84658,MEDEN MEDICAL SERVICES
C84660,HOUNSFIELD SURGERY
C84664,WELBECK SURGERY
C84667,GILTBROOK SURGERY
C84676,GREENFIELDS MEDICAL PRACTICE
C84679,ACORN MEDICAL PRACTICE
C84682,SHERRINGTON PARK MEDICAL PRACTICE
C84683,THE WINDMILL PRACTICE
C84691,HIGH GREEN MEDICAL PRACTICE
C84692,NORTH LEVERTON SURGERY
C84693,BAKERSFIELD MEDICAL CENTRE
C84694,LIME TREE SURGERY
C84695,THE ALICE MEDICAL CENTRE
C84696,WEST OAK SURGERY
C84703,THE GAMSTON MEDICAL CTR.
C84704,JRB HEALTHCARE BEECHDALE SURGERY
C84705,HICKINGS LANE MEDICAL CTR
C84714,SUNRISE MEDICAL PRACTICE
C84720,NOTSPAR
C85001,GOLDTHORPE MEDICAL CENTRE PMS PRACTICE
C85003,ASHVILLE MEDICAL CENTRE PMS PRACTICE
C85004,PENISTONE GROUP PMS PRACTICE
C85005,ROYSTON GROUP PRACTICE
C85006,WOODLAND DRIVE MEDICAL CENTRE
C85007,THE DOVE VALLEY PMS PRACTICE
C85008,WALDERSLADE SURGERY
C85009,THE KAKOTY PRACTICE
C85010,HILL BROW SURGERY PMS PRACTICE
C85013,WOMBWELL GMS PRACTICE
C85014,THE ROSE TREE PMS PRACTICE
